id,name,type,lat,lon,address,doctor_count,phone,source
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,경찰병원,종합병원,37.4963836,127.1235089,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",100,02-3400-1114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,계명대학교대구동산병원,종합병원,35.8694728,128.5831323,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",37,053-250-8114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,곽병원,종합병원,35.8710213,128.5885849,"대구광역시 중구 국채보상로 531, (수동)",31,053-252-2401,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,광명성애병원,종합병원,37.4736659,126.8713502,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",94,02-2680-7114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,광양사랑병원,종합병원,34.9361846,127.6969657,"전라남도 광양시 공영로 71,  (중동)",20,061-797-7000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,광주기독병원,종합병원,35.136665,126.9118749,"광주광역시 남구 양림로 37,  (양림동)",154,062-650-5000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,광주병원,종합병원,35.178903,126.9281408,"광주광역시 북구 면앙로139번길 51,  (두암동)",40,062-260-7100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNzEjJDEjJDgjJDgz,광주보훈병원,종합병원,35.2079032,126.8496719,"광주광역시 광산구 첨단월봉로 99,  (산월동)",77,062-602-6114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,광주센트럴병원,종합병원,35.1857756,126.8291069,"광주광역시 광산구 수완로 6-0,  A,B,C동 (신가동)",32,062-950-9700,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,광주수완병원,종합병원,35.193096,126.8241888,"광주광역시 광산구 임방울대로 370,  (수완동)",17,062-958-1111,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,광주씨티병원,종합병원,35.1177147,126.8994848,"광주광역시 남구 서문대로654번길 5,  (진월동)",24,062-460-7000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,광주일곡병원,종합병원,35.2028543,126.8976135,"광주광역시 북구 양일로 309,  (일곡동)",19,062-608-7000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,광주한국병원,종합병원,35.1562166,126.8688164,"광주광역시 서구 월드컵4강로 223,  (쌍촌동)",28,062-380-3000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,광주현대병원,종합병원,35.185676,126.897925,"광주광역시 북구 설죽로 291,  (용봉동)",37,062-570-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,광주희망병원,종합병원,35.2134937,126.8747341,"광주광역시 북구 하서로 429,  (용두동)",20,062-608-6000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz,구로성심병원,종합병원,37.4996715,126.8664159,"서울특별시 구로구 경인로 427, 구로성심병원 (고척동)",37,02-2067-1500,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz,구미강동병원,종합병원,36.096239,128.4228695,"경상북도 구미시 인동20길 46,  (진평동)",34,054-453-7575,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,구포성심병원,종합병원,35.2097133,129.0047235,"부산광역시 북구 낙동대로 1786, (구포동)",31,051-330-2001,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,국군수도병원,종합병원,37.3923789,127.1490674,"경기도 성남시 분당구 새마을로177번길 81, (율동)",121,031-725-6075,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,국립소방병원,종합병원,36.9043425,127.5526368,"충청북도 음성군 맹동면 용두4길 19-0, 국립소방병원",28,043-931-3362,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,국립암센터,종합병원,37.6632301,126.7834097,"경기도 고양시 일산동구 일산로 323, (마두동)",198,031-920-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,국립중앙의료원,종합병원,37.5672137,127.0056709,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",225,02-2260-7114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,국민건강보험공단일산병원,종합병원,37.6454754,126.7930401,"경기도 고양시 일산동구 일산로 100, (백석동,백석1동 1241외1필지 4층)",259,1577-0013,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,근로복지공단 대전병원,종합병원,36.3683976,127.4285488,"대전광역시 대덕구 계족로 637,  (법동)",29,042-670-5419,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,근로복지공단 동해병원,종합병원,37.5321225,129.106078,"강원특별자치도 동해시 하평로 11, (평릉동)",17,033-530-3100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjODEjJDEjJDYjJDgz,근로복지공단 순천병원,종합병원,34.961135,127.5249267,"전라남도 순천시 조례1길 24,  (조례동)",22,061-720-7575,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,근로복지공단 창원병원,종합병원,35.2187539,128.6717512,"경상남도 창원시 성산구 창원대로 721, (중앙동)",29,055-280-7619,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,근로복지공단 태백병원,종합병원,37.1040964,129.0043366,"강원특별자치도 태백시 보드미길 8,  (장성동)",19,033-580-3114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,근로복지공단안산병원,종합병원,37.3167269,126.874139,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",40,031-500-1114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,근로복지공단인천병원,종합병원,37.4767018,126.7536333,"인천광역시 부평구 무네미로 446, (구산동)",30,032-500-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,기쁨병원,종합병원,37.4827157,127.0180814,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",45,02-570-1234,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,나사렛종합병원,종합병원,35.8147014,128.5251021,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",37,053-643-1400,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,나주종합병원,종합병원,35.0363158,126.7213974,"전라남도 나주시 영산로 5419, 나주종합병원",22,061-330-6114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,남양주 한양병원,종합병원,37.6823474,127.2043933,"경기도 남양주시 오남읍 양지로 47-55, 47",29,031-510-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,노원을지대학교병원,종합병원,37.6364793,127.0699354,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",210,02-970-8000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,녹색병원,종합병원,37.5835731,127.0860738,"서울특별시 중랑구 사가정로49길 53, (면목동)",37,02-490-2000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,당진종합병원,종합병원,36.9044002,126.6844489,"충청남도 당진시 반촌로 5-15,  (시곡동)",33,041-357-0100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,대구가톨릭대학교 칠곡가톨릭병원,종합병원,35.9348614,128.5493894,"대구광역시 북구 칠곡중앙대로 440, (읍내동)",21,053-320-2500,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,대구굿모닝병원,종합병원,35.8661072,128.5713825,"대구광역시 서구 달서로 42, 지하2층~11층 (내당동)",29,053-620-9100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,대구의료원,종합병원,35.85964,128.540587,"대구광역시 서구 평리로 157, (중리동)",43,053-560-7575,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,대구파티마병원,종합병원,35.8842611,128.6244071,"대구광역시 동구 아양로 99, (신암동)",200,053-1688-7770,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,대동병원,종합병원,35.2042538,129.0802033,"부산광역시 동래구 충렬대로 187, (명륜동)",66,051-554-1233,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,대림성모병원,종합병원,37.4906979,126.9072208,"서울특별시 영등포구 시흥대로 657, (대림동, 대림성모병원)",53,02-829-9000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,대아의료재단한도병원,종합병원,37.3340586,126.8076223,"경기도 안산시 단원구 선부광장로 103, (선부동)",58,031-8040-1114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,대자인병원,종합병원,35.8459659,127.1534706,"전북특별자치도 전주시 덕진구 견훤로 390, (우아동3가)",122,063-240-2000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,대전보훈병원,종합병원,36.4473355,127.4396417,"대전광역시 대덕구 대청로82번길 147, 147",41,042-939-0111,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,대전한국병원,종합병원,36.3482008,127.4358152,"대전광역시 동구 동서대로 1672,  (성남동)",37,042-606-1000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,대진의료재단 분당제생병원,종합병원,37.3882035,127.1217783,"경기도 성남시 분당구 서현로180번길 20, (서현동)",194,031-779-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDQjJDgz,대청병원,종합병원,36.3082388,127.3705716,"대전광역시 서구 계백로 1322, (정림동)",25,042-1899-6075,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,더블유병원,종합병원,35.8526313,128.5449481,"대구광역시 달서구 달구벌대로 1632, 더블유병원 (감삼동)",47,053-550-5000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,동국대학교의과대학경주병원,종합병원,35.8583076,129.1966582,"경상북도 경주시 동대로 87,  (석장동)",111,054-748-9300,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,동국대학교일산불교병원,종합병원,37.6763969,126.8064233,"경기도 고양시 일산동구 동국로 27, (식사동, 동국대학교일산병원)",217,031-1577-7000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,동남권원자력의학원원자력병원,종합병원,35.3214002,129.2435492,"부산광역시 기장군 장안읍 좌동길 40, (장안읍)",64,051-720-5114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,동래봉생병원,종합병원,35.1969224,129.0961355,"부산광역시 동래구 안연로109번길 27, (안락동)",42,051-520-5500,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjODEjJDEjJDYjJDgz,동아병원,종합병원,35.1348131,126.8999505,"광주광역시 남구 대남대로 238, (백운동)",29,062-650-2500,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,드림종합병원,종합병원,35.8395584,128.5744911,"대구광역시 남구 대명로 153, (대명동)",31,053-640-8800,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,메디인병원,종합병원,37.7610733,126.766669,"경기도 파주시 금릉역로 190, (금촌동)",36,031-943-1191,건강보험심사평가원_병원정보서비스_v2
hospital:JDU4MTI3MSM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,메디필드한강병원,종합병원,37.2353957,127.2010803,"경기도 용인시 처인구 금령로39번길 8-6, (김량장동)",22,1551-0077,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,명지성모병원,종합병원,37.4938623,126.8992626,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",35,02-1899-1475,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,목포기독병원,종합병원,34.8045332,126.4205999,"전라남도 목포시 백년대로 303,  (상동)",39,061-280-7500,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,목포시의료원,종합병원,34.8039838,126.4053626,"전라남도 목포시 이로로 18,  (용해동)",24,061-260-6500,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,목포한국병원,종합병원,34.809382,126.4162693,"전라남도 목포시 영산로 483,  (상동)",80,061-270-5800,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,미래로21병원,종합병원,35.141033,126.8852856,"광주광역시 서구 화운로 1,  (화정동)",27,062-450-1000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,미즈메디병원,종합병원,37.5522178,126.8359357,"서울특별시 강서구 강서로 295, (내발산동)",56,02-2007-1000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,베데스다복음병원,종합병원,35.3532447,129.0435924,"경상남도 양산시 신기로 28, (신기동)",14,055-384-9901,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,부민병원,종합병원,37.556866,126.8509273,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",54,1577-7582,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz,부산광역시의료원,종합병원,35.1872821,129.0592351,"부산광역시 연제구 월드컵대로 359, (거제동, 1동, 5동일부)",74,051-507-3000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz,부산성모병원(재단법인 천주교부산교구유지재단),종합병원,35.1104571,129.109125,"부산광역시 남구 용호로232번길 25-14, (용호동)",79,051-933-7114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,부안성모병원,종합병원,35.7248401,126.7345709,"전북특별자치도 부안군 부안읍 오정2길 24, (부안읍)",15,063-581-5100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부천세종병원,종합병원,37.4809661,126.7913172,"경기도 부천시 소사구 호현로489번길 28, (소사본동, 세종병원)",97,1599-6677,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,부천우리병원,종합병원,37.5208668,126.8052027,"경기도 부천시 오정구 소사로 726, (원종동)",23,032-672-4100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,부평세림병원,종합병원,37.506872,126.7199858,"인천광역시 부평구 부평대로 175,  (청천동)",54,032-524-0591,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,비에스종합병원,종합병원,37.7360478,126.4859924,"인천광역시 강화군 강화읍 충렬사로 31-0,",18,032-290-0001,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,비에이치에스한서병원,종합병원,35.16088,129.1131037,"부산광역시 수영구 수영로 615, (광안동)",54,051-756-0081,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,빌리브세웅병원,종합병원,35.1960144,129.1082196,"부산광역시 동래구 충렬대로 455, (안락동)",23,051-500-1100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,빛가람종합병원,종합병원,35.0242155,126.7987186,"전라남도 나주시 정보화길 49-0,  (빛가람동)",22,061-820-0820,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,빛고을전남대학교병원,종합병원,35.0943936,126.8963045,"광주광역시 남구 덕남길 80-0,  1동 (덕남동,전남대학교병원류마티스전문질환센터)",14,062-670-9421,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,삼육부산병원,종합병원,35.1127675,129.0110653,"부산광역시 서구 대티로 170, (서대신동2가)",55,242-9751,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,삼육서울병원,종합병원,37.5879909,127.0653065,"서울특별시 동대문구 망우로 82, (휘경동)",112,02-2244-0191,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,삼일병원,종합병원,35.8324956,128.5535826,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",45,053-659-3100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,상무병원,종합병원,35.1527509,126.8538803,"광주광역시 서구 상무자유로 181-7,  (치평동)",24,062-600-7000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz,상주적십자병원,종합병원,36.4146221,128.1555556,"경상북도 상주시 상서문로 53,  (남성동)",17,054-534-3501,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE0ODEjNTEjJDEjJDYjJDgz,새통영병원,종합병원,34.8653483,128.4207171,"경상남도 통영시 무전7길 192, (무전동)",21,055-646-6000,건강보험심사평가원_병원정보서비스_v2
